,WO ref,PROCESS,PART #,PART DESCRIPT,CUSTOMER,HOURS O/S,OP #,OP DESCRIPT,REQ'D DATE,PERIOD
372,58826/2.01,TURNING,MP/MET3/702-083,"702-083 REV A   INSULATOR, PLUG CONDUCTER ROD, 13.625mm OD, 4.3mm ID, 59.3mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,2021-03-12,
373,58826/2.01,MILLING,MP/MET3/702-083,"702-083 REV A   INSULATOR, PLUG CONDUCTER ROD, 13.625mm OD, 4.3mm ID, 59.3mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.25,50,MILL,2021-03-12,
374,58826/3.01,TURNING,MP/MET3/816-085,"816-085 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 83.3mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,3.33,30,TURN,2021-03-12,
375,58826/3.01,TURNING,MP/MET3/816-085,"816-085 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 83.3mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,2021-03-12,
376,58826/4.01,TURNING,MP/MET3/816-015,"816-015 REV A   SOCKET INSULATOR, Ø12.425mm OD, Ø4mm ID, 52.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,1.67,20,TURN,2021-03-12,
377,58826/4.01,TURNING,MP/MET3/816-015,"816-015 REV A   SOCKET INSULATOR, Ø12.425mm OD, Ø4mm ID, 52.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.25,30,TURN,2021-03-12,
378,58826/4.01,TURNING,MP/MET3/816-015,"816-015 REV A   SOCKET INSULATOR, Ø12.425mm OD, Ø4mm ID, 52.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,2021-03-12,
379,58826/5.01,TURNING,MP/MET3/816-023,"816-023 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 42.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,2.25,20,TURN,2021-03-12,
380,58826/5.01,TURNING,MP/MET3/816-023,"816-023 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 42.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.6,30,TURN,2021-03-12,
381,58826/5.01,TURNING,MP/MET3/816-023,"816-023 REV A   CONNECTION INSULATOR, Ø12.425mm OD, Ø3.5mm ID, 42.5mm LG (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.75,40,MANUFACTURE OF JIG OR FIXTURE,2021-03-12,
382,58826/6.01,TURNING,MP/MET3/816-079,"816-079 REV A   CENTRALISER, Ø22.405mm OD, Ø19.02mm ID, 2.5mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,1.15,20,TURN,2021-03-12,
383,58826/6.01,MILLING,MP/MET3/816-079,"816-079 REV A   CENTRALISER, Ø22.405mm OD, Ø19.02mm ID, 2.5mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,2021-03-12,
384,58826/6.01,MILLING,MP/MET3/816-079,"816-079 REV A   CENTRALISER, Ø22.405mm OD, Ø19.02mm ID, 2.5mm LG (PEEK 450G)",METROL TECHNOLOGY LIMITED,0.75,40,MILL,2021-03-12,
385,58841/1.01,MANUAL MACHINING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,0.17,20,SAW,2021-03-12,
386,58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,0.75,30,MANUFACTURE OF JIG OR FIXTURE,2021-03-12,
387,58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,1.58,40,TURN,2021-03-15,
388,58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,0.58,50,TURN,2021-03-15,
389,58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,0.75,60,MANUFACTURE OF JIG OR FIXTURE,2021-03-15,
390,58841/1.01,TURNING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,1.33,70,TURN,2021-03-15,
391,58841/1.01,MILLING,MP/GEO6/14651,DD-14651 REV E  INSULATOR (CWH SECTION) (PEEK),SONDEX WIRELINE LTD,1.25,80,MILL,2021-03-15,
392,58640/1.01,PRESS/SEALING,GR/DIA1/396742010B,"GRAPHITE PACKING SET (SOLID) PART 396742-010B
DRG NO 396742-0120 REV A
Tariff Code 84818090",DIAMOND POWER SPECIALTY LTD,8.33,20,PRESS/SEALING,2021-03-16,
393,58679/1.01,PRESS/SEALING,GR/DIA1/351182-0130,"GRAPHITE PACKING SET (SPLIT) 351182-0130 ISS F, ITEM NO 351182-010A
Tariff Code 84818090
UK MANUFACTURE",DIAMOND POWER SPECIALTY LTD,2.75,20,PRESS/SEALING,2021-03-16,
394,58839/1.01,MILLING,MP/CAI1/C0423/SP8,"C0423 SP8 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,2.0,20,MILL TO HEIGHT & 2OFF 14mm HOLES THRO,2021-03-16,
395,58839/2.01,MILLING,MP/CAI1/C0423/SP15,"C0423 SP15 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,2.0,20,MILL TO HEIGHT & 2OFF 14mm HOLES THRO,2021-03-16,
396,58839/3.01,MILLING,MP/CAI1/C0423/SP18,"C0423 SP18 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,2.0,20,MILL TO HEIGHT & 2OFF 14mm HOLES THRO,2021-03-16,
397,58775/2.01,MILLING,MP/SOI1/AE9036,"COVER FACEPLATE PRESSURE VESSEL, AE9036 rev 0",SOIL MACHINE DYNAMICS LIMITED,8.5,20,MILL,2021-03-17,
398,58805/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.82,20,TURN,2021-03-17,
399,58805/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.1,30,TURN,2021-03-17,
400,58805/1.01,MILLING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.92,40,MILL,2021-03-17,
401,58805/1.01,MILLING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.33,50,MILL,2021-03-17,
402,58805/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.17,60,TURN,2021-03-17,
403,58805/2.01,MILLING,MP/IMP2/8016-0501,"8016-0501 Rev 01   FINGER, CLEANING PAD",FUGRO GB (NORTH) MARINE LTD,1.4,20,MILL,2021-03-17,
404,58805/2.01,MILLING,MP/IMP2/8016-0501,"8016-0501 Rev 01   FINGER, CLEANING PAD",FUGRO GB (NORTH) MARINE LTD,0.23,30,MILL,2021-03-17,
405,58805/2.01,MILLING,MP/IMP2/8016-0501,"8016-0501 Rev 01   FINGER, CLEANING PAD",FUGRO GB (NORTH) MARINE LTD,0.2,40,MILL,2021-03-17,
406,58805/3.01,TURNING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,1.42,20,TURN,2021-03-17,
407,58805/3.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,0.7,30,MILL,2021-03-17,
408,58805/3.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,2.53,40,MILL FLAT,2021-03-17,
409,58805/3.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,0.4,50,MILL HOLES & C-BORES,2021-03-17,
410,58814/1.01,TURNING,MP/CRE1/CRE-IC1193-MDT,CRE-IC1193-MDT Rev B   SIZE 'A' HYBRID INSERT FEMALE 5-WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.75,20,TURN,2021-03-17,
411,58814/1.01,MILLING,MP/CRE1/CRE-IC1193-MDT,CRE-IC1193-MDT Rev B   SIZE 'A' HYBRID INSERT FEMALE 5-WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.63,30,DRILLING,2021-03-17,
412,58814/10.01,TURNING,MP/CRE1/CRE-IC1524-MDT,CRE-IC1524-MDT REV C   INSERT SIZE 'B' 28 WAY FEMALE (EPOXY) ,C R ENCAPSULATION LIMITED,1.67,20,TURN,2021-03-17,
413,58814/10.01,MILLING,MP/CRE1/CRE-IC1524-MDT,CRE-IC1524-MDT REV C   INSERT SIZE 'B' 28 WAY FEMALE (EPOXY) ,C R ENCAPSULATION LIMITED,2.92,30,MILL,2021-03-17,
414,58814/11.01,TURNING,MP/CRE1/CRE-IC1566-MDT,CRE-IC1566-MDT REV A   ALIGNMENT FIXTURE - 12 & 14 WAY SIZE 'A' - CONNECTOR BODY (NATURAL ACETAL),C R ENCAPSULATION LIMITED,1.58,20,TURN,2021-03-17,
415,58814/11.01,MILLING,MP/CRE1/CRE-IC1566-MDT,CRE-IC1566-MDT REV A   ALIGNMENT FIXTURE - 12 & 14 WAY SIZE 'A' - CONNECTOR BODY (NATURAL ACETAL),C R ENCAPSULATION LIMITED,0.5,30,MANUFACTURE OF JIG OR FIXTURE,2021-03-17,
416,58814/11.01,MILLING,MP/CRE1/CRE-IC1566-MDT,CRE-IC1566-MDT REV A   ALIGNMENT FIXTURE - 12 & 14 WAY SIZE 'A' - CONNECTOR BODY (NATURAL ACETAL),C R ENCAPSULATION LIMITED,2.83,40,MILL,2021-03-17,
417,58814/2.01,TURNING,MP/CRE1/CRE-IC1201-MDT,CRE-IC1201-MDT REV C   SIZE A MALE INSERT 4-WAY  (BLACK PEEK),C R ENCAPSULATION LIMITED,1.75,20,TURN,2021-03-17,
418,58814/2.01,MILLING,MP/CRE1/CRE-IC1201-MDT,CRE-IC1201-MDT REV C   SIZE A MALE INSERT 4-WAY  (BLACK PEEK),C R ENCAPSULATION LIMITED,1.25,30,DRILL,2021-03-17,
419,58814/3.01,TURNING,MP/CRE1/CRE-IC1205-MDT,CRE-IC1205-MDT Rev B   SIZE 'A' INSERT MALE 6 WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.75,20,TURN,2021-03-17,
420,58814/3.01,MILLING,MP/CRE1/CRE-IC1205-MDT,CRE-IC1205-MDT Rev B   SIZE 'A' INSERT MALE 6 WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.25,30,DRILLING,2021-03-17,
421,58814/4.01,TURNING,MP/CRE1/CRE-IC1215-MDT,CRE-IC1215-MDT Rev D   SIZE 'B' INSERT FEMALE 12 WAY (BLACK PEEK) ,C R ENCAPSULATION LIMITED,2.42,15,TURN,2021-03-17,
422,58814/4.01,MILLING,MP/CRE1/CRE-IC1215-MDT,CRE-IC1215-MDT Rev D   SIZE 'B' INSERT FEMALE 12 WAY (BLACK PEEK) ,C R ENCAPSULATION LIMITED,2.83,20,MILL,2021-03-17,
423,58814/5.01,TURNING,MP/CRE1/CRE-IC1262-MDT,CRE-IC1262-MDT REV B   MINI CONNECTOR 7 WAY EPOXY FEMALE INSERT,C R ENCAPSULATION LIMITED,2.53,20,TURN,2021-03-17,
424,58814/5.01,MILLING,MP/CRE1/CRE-IC1262-MDT,CRE-IC1262-MDT REV B   MINI CONNECTOR 7 WAY EPOXY FEMALE INSERT,C R ENCAPSULATION LIMITED,2.88,30,MILL,2021-03-17,
425,58814/6.01,TURNING,MP/CRE1/CRE-IC1229-MDT,CRE-IC1229-MDT Rev B   SIZE 'B' INSERT MALE 18 WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,1.75,20,TURN,2021-03-17,
426,58814/6.01,MILLING,MP/CRE1/CRE-IC1229-MDT,CRE-IC1229-MDT Rev B   SIZE 'B' INSERT MALE 18 WAY (BLACK PEEK),C R ENCAPSULATION LIMITED,2.5,30,MILL,2021-03-17,
427,58814/7.01,TURNING,MP/CRE1/CRE-IC1265-MDT,CRE-IC1265-MDT REV A   MINI CONNECTOR 4 WAY EPOXY MALE INSERT,C R ENCAPSULATION LIMITED,2.22,20,TURN,2021-03-17,
428,58814/7.01,MILLING,MP/CRE1/CRE-IC1265-MDT,CRE-IC1265-MDT REV A   MINI CONNECTOR 4 WAY EPOXY MALE INSERT,C R ENCAPSULATION LIMITED,2.33,30,MILL,2021-03-17,
429,58814/8.01,TURNING,MP/CRE1/CRE-IC1266-MDT,CRE-IC1266-MDT REV B   MINI CONNECTOR 4 WAY FEMALE INSERT (EPOXY SIZE A),C R ENCAPSULATION LIMITED,1.61,20,TURN,2021-03-17,
430,58814/8.01,MILLING,MP/CRE1/CRE-IC1266-MDT,CRE-IC1266-MDT REV B   MINI CONNECTOR 4 WAY FEMALE INSERT (EPOXY SIZE A),C R ENCAPSULATION LIMITED,1.75,30,MILL,2021-03-17,
431,58814/9.01,TURNING,MP/CRE1/CRE-IC1327-MDT,CRE-IC1327-MDT REV B   SIZE 'B' FEMALE INSERT 13WAY (EPOXY),C R ENCAPSULATION LIMITED,1.67,20,TURN,2021-03-17,
432,58814/9.01,MILLING,MP/CRE1/CRE-IC1327-MDT,CRE-IC1327-MDT REV B   SIZE 'B' FEMALE INSERT 13WAY (EPOXY),C R ENCAPSULATION LIMITED,2.17,30,MILL,2021-03-17,
433,58839/1.01,MILLING,MP/CAI1/C0423/SP8,"C0423 SP8 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,11.0,30,MILL  R192 70DP,2021-03-17,
434,58839/2.01,MILLING,MP/CAI1/C0423/SP15,"C0423 SP15 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,11.0,30,MILL  R192 70DP,2021-03-17,
435,58839/3.01,MILLING,MP/CAI1/C0423/SP18,"C0423 SP18 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,11.0,30,MILL  R192 70DP,2021-03-17,
436,58839/1.01,MILLING,MP/CAI1/C0423/SP8,"C0423 SP8 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,11.0,40,MILL INSUDE DETAIL DON'T FIN R184,2021-03-18,
437,58839/2.01,MILLING,MP/CAI1/C0423/SP15,"C0423 SP15 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,11.0,40,MILL INSUDE DETAIL DON'T FIN R184,2021-03-18,
438,58839/3.01,MILLING,MP/CAI1/C0423/SP18,"C0423 SP18 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,11.0,40,MILL INSUDE DETAIL DON'T FIN R184,2021-03-18,
439,58839/1.01,MILLING,MP/CAI1/C0423/SP8,"C0423 SP8 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,5.0,50,MILL R184,2021-03-19,
440,58839/2.01,MILLING,MP/CAI1/C0423/SP15,"C0423 SP15 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,5.0,50,MILL R184,2021-03-19,
441,58839/3.01,MILLING,MP/CAI1/C0423/SP18,"C0423 SP18 REV P1   MATERIAL - NATURAL CAST NYLON, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,5.0,50,MILL R184,2021-03-19,
442,58387/1.01,MANUAL MACHINING,MP/THA2/POG058218,POG058218 Iss 1   MIRROR STOP,THALES UK LIMITED,0.27,20,PUNCH,2021-03-23,
443,58831/1.01,TURNING,MP/CRE1/CRE-IC1449-MDT,CRE-IC1449-MDT REV B   INSERT SIZE 'B' 4 WAY FEMALE HYBRID BACK PRESSURE (EPOXY),C R ENCAPSULATION LIMITED,1.0,20,TURN,2021-03-23,
444,58831/1.01,MILLING,MP/CRE1/CRE-IC1449-MDT,CRE-IC1449-MDT REV B   INSERT SIZE 'B' 4 WAY FEMALE HYBRID BACK PRESSURE (EPOXY),C R ENCAPSULATION LIMITED,1.21,30,MILL,2021-03-23,
445,58736/2.01,TURNING,MP/DIN1/3in/TOPPO,"3"" TOPPO,  To Sample",DINGBRO LTD,38.25,20,TURN,2021-03-24,
446,58743/2.01,TURNING,MP/OCE1/0293579,0293579 REV E  DISTANCE PLATE WELLHEAD CLEANING TOOL (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.75,20,TURN,2021-03-25,
447,58743/2.01,MILLING,MP/OCE1/0293579,0293579 REV E  DISTANCE PLATE WELLHEAD CLEANING TOOL (BLACK ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.92,30,MILL,2021-03-25,
448,58743/3.01,TURNING,MP/OCE1/0297142,0297142  Rev C VERTICAL DOCKING INDICATOR 18 3/4 WELLHEAD CLEANING TOOL  (WHITE ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.8,20,TURN,2021-03-25,
449,58743/3.01,TURNING,MP/OCE1/0297142,0297142  Rev C VERTICAL DOCKING INDICATOR 18 3/4 WELLHEAD CLEANING TOOL  (WHITE ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.5,30,MANUFACTURE OF JIG OR FIXTURE,2021-03-25,
450,58743/3.01,TURNING,MP/OCE1/0297142,0297142  Rev C VERTICAL DOCKING INDICATOR 18 3/4 WELLHEAD CLEANING TOOL  (WHITE ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.07,40,TURN,2021-03-25,
451,58743/3.01,MILLING,MP/OCE1/0297142,0297142  Rev C VERTICAL DOCKING INDICATOR 18 3/4 WELLHEAD CLEANING TOOL  (WHITE ACETAL),OCEANEERING INTERNATIONAL SERVICES LTD,0.58,50,ENGRAVE,2021-03-25,
452,58743/4.01,MILLING,MP/OCE1/0309291,"0309291 REV B BRACKET 2 FILTER 18 3/4"" WELLHEAD CLEANING TOOL (BLACK ACETAL)",OCEANEERING INTERNATIONAL SERVICES LTD,0.92,20,MILL,2021-03-25,
453,58743/5.01,MILLING,MP/OCE1/0309339,0309339  Rev B SPACER FOR RECEPTACLE WING HUB CLEANING TOOL 12 INCH,OCEANEERING INTERNATIONAL SERVICES LTD,1.67,20,MILL,2021-03-25,
454,58743/6.01,TURNING,MP/OCE1/0297173,"0297173  REV D, DOCKING INDICATOR TOP (BLACK ACETAL)",OCEANEERING INTERNATIONAL SERVICES LTD,0.85,20,TURN,2021-03-25,
455,58743/6.01,MILLING,MP/OCE1/0297173,"0297173  REV D, DOCKING INDICATOR TOP (BLACK ACETAL)",OCEANEERING INTERNATIONAL SERVICES LTD,0.98,30,MILL,2021-03-25,
456,58839/8.01,CNC ROUTERS,MP/CAI1/C0423/P5049,"C0423 P5049 REV P1   MATERIAL - NATURAL NYLON 66, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,1.42,20,CNC ROUTER,2021-03-26,
457,58839/8.01,MANUAL MACHINING,MP/CAI1/C0423/P5049,"C0423 P5049 REV P1   MATERIAL - NATURAL NYLON 66, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,0.33,30,FINISH,2021-03-26,
458,58839/9.01,CNC ROUTERS,MP/CAI1/C0423/P5051,"C0423 P5051 REV P2   MATERIAL - NATURAL NYLON 66, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,1.42,20,CNC ROUTER,2021-03-26,
459,58839/9.01,MANUAL MACHINING,MP/CAI1/C0423/P5051,"C0423 P5051 REV P2   MATERIAL - NATURAL NYLON 66, MACHINED TO DRAWING",CAIRNHILL STRUCTURES,0.33,30,FINISH,2021-03-26,
460,58679/2.01,PRESS/SEALING,GR/DIA1/396742010A,"GRAPHITE PACKING SET 3.062"" x 2.312"" (SPLIT) 396742-0120 REV A - GROUP A (SPLIT)
Tariff Code 84818090
UK MANUFACTURE",DIAMOND POWER SPECIALTY LTD,0.0,10,"CHECK MATERIAL,DRAWING & REV NO",2021-03-31,
461,58679/2.01,PRESS/SEALING,GR/DIA1/396742010A,"GRAPHITE PACKING SET 3.062"" x 2.312"" (SPLIT) 396742-0120 REV A - GROUP A (SPLIT)
Tariff Code 84818090
UK MANUFACTURE",DIAMOND POWER SPECIALTY LTD,12.5,20,PRESS/SEALING,2021-04-02,
462,58732/1.01,TURNING,MP/DIA1/398011-0120,"398011-0120 Rev B   BEARING, SQUARE SHAFT, 1K4M",DIAMOND POWER SPECIALTY LTD,7.67,20,TURN,2021-04-13,
463,58568/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.88,20,TURN,2021-04-15,
464,58568/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.2,30,TURN,2021-04-15,
465,58568/1.01,MILLING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,1.08,40,MILL,2021-04-15,
466,58568/1.01,MILLING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.67,50,MILL,2021-04-15,
467,58568/1.01,TURNING,MP/IMP2/0000-0515,"0000-0515 Rev 01   DOCKING PROBE NOSE (ACETAL, BLACK)",FUGRO GB (NORTH) MARINE LTD,0.33,60,TURN,2021-04-15,
468,58568/2.01,TURNING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,1.42,20,TURN,2021-04-15,
469,58568/2.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,0.7,30,MILL,2021-04-15,
470,58568/2.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,2.53,40,MILL FLAT,2021-04-15,
471,58568/2.01,MILLING,MP/IMP2/8069-0500,"8069-0500 Rev 02   CAMERA HOLDER, HALF CLAMP (HDPE, NATURAL)",FUGRO GB (NORTH) MARINE LTD,0.4,50,MILL HOLES & C-BORES,2021-04-15,
472,58706/1.01,TURNING,MP/MET3/771-114,"771-114  Rev B   MOUNT BLOCK, ELECTRICAL CONNECTOR, M14.5x1 P, 37mm LG  (PEEK 450G) ",METROL TECHNOLOGY LIMITED,2.25,20,TURN,2021-04-15,
473,58706/1.01,MILLING,MP/MET3/771-114,"771-114  Rev B   MOUNT BLOCK, ELECTRICAL CONNECTOR, M14.5x1 P, 37mm LG  (PEEK 450G) ",METROL TECHNOLOGY LIMITED,3.75,30,MILL,2021-04-15,
474,58706/2.01,TURNING,MP/MET3/771-018,"771-018  Rev B   MOUNT BLOCK, ELECTRICAL CONNECTOR, M14.5x1 P, 24mm LG  (PEEK 450G) ",METROL TECHNOLOGY LIMITED,1.42,20,TURN,2021-04-15,
475,58706/2.01,MILLING,MP/MET3/771-018,"771-018  Rev B   MOUNT BLOCK, ELECTRICAL CONNECTOR, M14.5x1 P, 24mm LG  (PEEK 450G) ",METROL TECHNOLOGY LIMITED,0.75,30,MANUFACTURE OF JIG OR FIXTURE,2021-04-15,
476,58706/2.01,MILLING,MP/MET3/771-018,"771-018  Rev B   MOUNT BLOCK, ELECTRICAL CONNECTOR, M14.5x1 P, 24mm LG  (PEEK 450G) ",METROL TECHNOLOGY LIMITED,1.25,40,MILL,2021-04-15,
477,58732/1.01,MILLING,MP/DIA1/398011-0120,"398011-0120 Rev B   BEARING, SQUARE SHAFT, 1K4M",DIAMOND POWER SPECIALTY LTD,27.67,30,MILL,2021-04-16,
478,58748/3.01,TURNING,MP/MET3/771-067,"771-067  Rev A   CONNECTION INSULATOR, 12.425mm OD, 110.5mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,5.5,20,TURN,2021-04-19,
479,58748/3.01,TURNING,MP/MET3/771-067,"771-067  Rev A   CONNECTION INSULATOR, 12.425mm OD, 110.5mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.75,30,"
MANUFACTURE OF JIG OR FIXTURE",2021-04-19,
480,58748/3.01,TURNING,MP/MET3/771-067,"771-067  Rev A   CONNECTION INSULATOR, 12.425mm OD, 110.5mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,1.75,40,TURN,2021-04-19,
481,58748/1.01,TURNING,MP/MET3/771-069,"771-069 Rev B   SOCKET INSULATOR, 12.425mm OD, 4mm ID, 52.5mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,5.0,20,TURN,2021-04-20,
482,58748/1.01,MILLING,MP/MET3/771-069,"771-069 Rev B   SOCKET INSULATOR, 12.425mm OD, 4mm ID, 52.5mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,2.42,30,MILL,2021-04-20,
483,58748/2.01,TURNING,MP/MET3/771-113,"771-113 Rev A   CONNECTOR INSULATOR, 12.425mm OD, 49mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,2.08,20,TURN + CHECK LENGTH,2021-04-20,
484,58748/2.01,TURNING,MP/MET3/771-113,"771-113 Rev A   CONNECTOR INSULATOR, 12.425mm OD, 49mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.75,30,MANUFACTURE OF JIG OR FIXTURE,2021-04-20,
485,58748/2.01,TURNING,MP/MET3/771-113,"771-113 Rev A   CONNECTOR INSULATOR, 12.425mm OD, 49mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,0.83,40,TURN ,2021-04-20,
486,58748/3.01,MILLING,MP/MET3/771-067,"771-067  Rev A   CONNECTION INSULATOR, 12.425mm OD, 110.5mm LG  (PEEK GF30)",METROL TECHNOLOGY LIMITED,6.0,50,MILL,2021-04-20,
487,58803/1.01,MILLING,MP/WEL3/H0JO3777-00,H0JO3777-00 REV B 02  MANIFOLD INTERFACE PROTECTOR F/SIDEMOUNT CLAMP (NATURTAL HDPE),WELL MACHINED Ltd,6.0,20,MILL,2021-04-29,
488,58803/1.01,MILLING,MP/WEL3/H0JO3777-00,H0JO3777-00 REV B 02  MANIFOLD INTERFACE PROTECTOR F/SIDEMOUNT CLAMP (NATURTAL HDPE),WELL MACHINED Ltd,2.5,30,MILL,2021-04-29,
